Organization,Activity Code,ST Number,OP Number,Description,Status,Contact Name,Organization of Contact,Contact Address,Commodity,Target Technology(ies),Contact Email Address,Contact Phone Number,Activity Budget,Reporting Organization,Reporting Organization Type,Website,AES,Agro-ecological zone (AEZ),SLO,Theme,Activity Start Date,Activity End Date,Partner Organization(s),,,,,,,,,,,,,,,
ASARECA,1.3.2,,3,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology|Education technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Productivity improvement,,,,,,,,,,,,,,,,,,
ASARECA,1.4.3,,4,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Education technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,1.4.4,,4,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,1.4.5,,4,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,3.1.4.4,,1.4,,,,,,fish,Fishery technology,,,,ASARECA,international ngo,http://www.asareca.org/sites/default/files/asarecaLFPstrategy.PDF; http://www.asareca.org/researchdir/FILES/LIVESTOCK___FISH_PROGRAM_PROFIL.PDF,,,,Aquaculture,,,,,,,,,,,,,,,,,,
ASARECA,3.1.4.5,,1.4,,,,,,fish,Fishery technology,,,,ASARECA,international ngo,http://www.asareca.org/sites/default/files/asarecaLFPstrategy.PDF; http://www.asareca.org/researchdir/FILES/LIVESTOCK___FISH_PROGRAM_PROFIL.PDF,,,,Aquaculture,,,,,,,,,,,,,,,,,,
ASARECA,3.1.4.6,,1.4,,,,,,fish,Economic and policy technology|Fishery technology,,,,ASARECA,international ngo,http://www.asareca.org/sites/default/files/asarecaLFPstrategy.PDF; http://www.asareca.org/researchdir/FILES/LIVESTOCK___FISH_PROGRAM_PROFIL.PDF,,,,Fish production,,,,,,,,,,,,,,,,,,
ASARECA,3.4.2.8,,4.1,,,,,,cattle|goats|sheep,Fishery technology,,,,ASARECA,international ngo,http://www.asareca.org/sites/default/files/asarecaLFPstrategy.PDF; http://www.asareca.org/researchdir/FILES/LIVESTOCK___FISH_PROGRAM_PROFIL.PDF,,,,Ecosystems,,,,,,,,,,,,,,,,,,
ASARECA,1.1.1,,1,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Education technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,1.1.2,,1,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,1.1.3,,1,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology|Education technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,1.2.1,,2,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology|Information and communication technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Productivity improvement,,,,,,,,,,,,,,,,,,
ASARECA,1.2.2,,2,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology|Seed technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Productivity improvement,,,,,,,,,,,,,,,,,,
ASARECA,1.2.3,,2,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology|Education technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Productivity improvement,,,,,,,,,,,,,,,,,,
ASARECA,1.3.3,,3,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Productivity improvement,,,,,,,,,,,,,,,,,,
ASARECA,1.3.4,,3,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Economic and policy technology|Education technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Productivity improvement,,,,,,,,,,,,,,,,,,
ASARECA,1.4.1,,4,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Plant breeding technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
ASARECA,1.4.2,,4,,,,,,rice|maize|wheat|sorghum|millet|banana|cassava|potato|sweet potato,Education technology|Information and communication technology,,,,ASARECA,international ngo,http://www.asareca.org/docs/STAPLE_CROPS_STRATEGY.pdf; http://www.asareca.org/researchdir/FILES/STAPLE_CROPS_PROFILE.PDF,,,,Plant genetic resources & Breeding,,,,,,,,,,,,,,,,,,
